text_id	text
hasoc_hi_4710	इतने महान महान शायर हो कभी मेरे लिए भी शायरी कर लो रे..... 
hasoc_hi_7336	“3 Golden Rules... Who is helping you, Don't FORGET them. Who is loving you, Don't HATE them. Who is trusting you, Don't CHEAT them” ~#SwamiVivekananda #MondayMotivation #mondaythoughts
hasoc_hi_4060	"सौ #कमीने मरे होंगे 
तो 
एक #अग्निवेश पैदा हुआ था,
कल से बेचारा ये सोच सोच कर परेशान है,
कि मैं पैदा ही क्यों हुआ था !!

साथियों....
#ठुकाई जारी रहे ।"
hasoc_hi_6285	पूरे उत्तर प्रदेश के हालात बेकाबूगुंडाराज कायम..ध्वस्त कानून व्यवस्था,किसी के जान-माल की कोई कीमत नही है|
hasoc_hi_235	"अरबों रुपए फूंक दिए एक दिन के योगा के लिए इतने पैसों से बिहार के सभी बच्चों को बचाया जा सकता था।
Follow @VIPINKU57398208"
hasoc_hi_4069	"New India stands for hope, aspiration and inclusive development. 

New India stands for pro-people and corruption-free governance."
hasoc_hi_6204	"किसी राष्ट्र के प्रधानमंत्री के लिए अपशब्दों गलियों का प्रयोग करते हुए नीचता और दोगलेपन की सारी हदें पार करके भी ये लोग कहते हैं कि
यहाँ नफ़रत उभर तो सकती है लेकिन जीत नहीं सकती ।
@RahulGandhi @priyankagandhi @pankhuripathak
#नीच #खून_का_सौदागर"
hasoc_hi_7116	"#मनुस्मृति के अनुसार 
       #नारी नर्क का द्वार है
      
  #संविधान के अनुसार,,,,,,,,

          #नारी से ही जग संसार है!

#संविधान से नारी का सम्मान 
 #जय भीम 
  #नमो बुद्धाय #जय भारतीय #संविधान 
     @BhimArmyChief @Anjupra7743 @chandarshekhar0 @Bhimarmy_BEM"
hasoc_hi_6823	Victoria Park agni kand.... Abhi tak inssaf nahi hua?
hasoc_hi_3582	जय श्री राम  यही है असली हिंदुओं की पहचान जो आते है सभी के काम, कुछ लोगों की वजह से होता है हमारा धर्म बदनाम, इस वीडियो को जरूर देखें और इंसानियत सीखें।
hasoc_hi_2468	"कहने को साथ अपने एक दुनिया चलती है...
और वो दुनिया मादरचोद हैं।"
hasoc_hi_3650	"हरामि 
महाहरामि 
अनि अाउछन 2/4 दिन दाइ बनाएर propose गरे हुदो भन्नेहरु"
hasoc_hi_711	मादरचोद  कटा हुआ  बांडा  
hasoc_hi_3425	"130 करोड़ भारतीयों ने पहले से भी मजबूत सरकार बनाई है। ये अपने आप में बहुत बड़ी घटना है। 

तीन दशक बाद पहली बार लगातार दूसरी बार पूर्ण बहुमत की सरकार बनाई है: पीएम मोदी जी ।"
hasoc_hi_2004	अबे तो चूतिये पुलिस तो कथित हिन्दू राष्ट्रवादियों की है न तो फिर क्यो रंडी रोना कर रहा है,
hasoc_hi_2064	अखिलेश ने कहा है कि जो अधिकारी कल तक हमारी #कप_प्लेट उठाते थे, वे मुझसे बंगले के बारे में सवाल कर रहे हैं। सोचिये ऐसी #नीच सोच के इस व्यक्ति ने भोली-भाली जनता को #लैपटॉप का #लालीपॉप देकर, 5 साल तक प्रदेश को कितनी बेरहमी कैसे लूटा-खसोटा होगा। अखिलेश पर शीघ्र #राज्य_सम्पत्ति को
hasoc_hi_2665	"Congratulations #TeamIndia  for this magnificent victory over #Pakistan. You have given all Indians a moment of pride! #IndiaVsPakistan 
#MenInBlue  #CWC19 #WorldCup2019"
hasoc_hi_5012	"सदन में झारखंड को मॉब लिंचिंग का अड्डा बताया गया, युवक की हत्या का दु:ख हम सबको है। दोषियों को कड़ी सजा होनी चाहिए, लेकिन पूरे राज्य को बदनाम करना सही नहीं है।
 
हिंसा की घटनाओं पर हमारा एक ही मानदंड होना चाहिए, चाहे वो झारखंड में हो या पश्चिम बंगाल में या केरल में: पीएम मोदी"
hasoc_hi_6595	"अहमद की अम्मी का हलाला है कल सुबह सभी भाई बढ चढ़ कर हिस्सा ले
मादर$$"
hasoc_hi_4610	दलाल ,भडवा ,चमचा और  चाटू ,पत्तलकार ,गप्पू की नाजायज औलाद ,असली टुकडे टुकडे गैग आदि  ,को  वही कहा जा रहा जिसके वे हकदार है।ये लोग जनता के निशाने पर है  क्योकि ये पत्रकारिता भूल चुके है। रहिमन पानी राखिये ,बिन पानी सब सून ।
hasoc_hi_2877	"We are condemning all such incidents. Justice should be done,
should not be linked to religion and the guilty, irrespective of their community, should be punished : @aimim_national President @asadowaisi"
hasoc_hi_4525	अगर श्री #नीच खान का आना कुरान के मुताबिक है तो कबूल है।
hasoc_hi_2919	भोंसड़ी के सड़क पे सतुआ बेचने वाले रंडी खाने की पैदायिश तेरे पिछवाड़े में कांग्रेस का पंजा पड़ेगा तो समझ मे। आएगा
hasoc_hi_1632	"असल मे तबरेज अंसारी अपराधी था 
ओर मुझे समझ ने नही आ रहा है मुसलमान अपराधी का साथ कियु दे रहे हैं।
तबरेज का रिकार्ड चेक करलो उसके अपराधी बाप भी ऐसे ही मरा था
किसी ने सच कहा है।
अपराधी रैप कांड करने वालो का हर कोई भड़वा साथ देता है।
सच्चाई का साथी कोई नही है दुनिया मे"
hasoc_hi_1839	"दिल्ली के 'दिल' में सांप्रदायिक ज़हर किसने घोला?
देखिये #Khabardar @SwetaSinghAT के साथ रात 9 बजे"
hasoc_hi_1253	"जिस देश में मंदिर की कमाई,वहाँ की बैंको से ज्यादा हो तो उस देश में बेवकूफों या जाहिलों की जनसंख्या गिनना मुश्किल ही नहीं असंभव है!!
@mpchalia @MLArajeshSP 
@bahujanwarrior @invincisachin 
@Anandmha @mauryarajeev8 
@Anjupra7743 @MyselfViraj 
@Dr_M_S_ @gajbhiye_sumegh 
@jadhao"
hasoc_hi_4251	"अभिनेत्री (?) ड्रामेबाज @ZairaWasimmm ने ""इस्लाम में अभिनय हराम"" बताकर फिल्में छोड़ी तो क्या
मीना कुमारी,
मधुबाला,
सायरा बानो,
शबाना आजमी, 
सलमान खान, 
शाहरुख खान,
अमीर खान जैसे मुस्लिम #हरामी हैं? 
Just asking "
hasoc_hi_1952	...तो इसलिए धरने पर बैठ गया निर्दलीय विधायक
hasoc_hi_2318	इस देश के मुलनिवासियो जो चाहे जिस धर्म से जुड़े हो जिनका डीएनए एक हैं ,उनके साथ लोकतंत्र के चारो प्रमुख स्तंभो के उच्च पदो में बैठकर शोषन अन्याय अत्याचार करने वाले लोग नपुंशक बांझ या फिर भड़वा भड़वी लोग ही ज्यादेतर होंगे ,जिनके भ्रष्ट अवगुण देश और प्रजा सेवा में भी नजर आ रही है |
hasoc_hi_6164	"पुराने किस्से,बदमाशियां
मासूम शैतानियाँ
पापा की देहरी पर छोड़
परायी हो गयीं बेटियाँ
किताबों की आलमारियां
कुछ बचपन की कहानियाँ
पापा की चौखट पर भूल
ससुराल चली गयीं बेटियाँ
माँ की दुलारी पापा की परियाँ
सम्हाल रहीं जिम्मेदारियां
लड़कपन छोड़
बहू बन गयीं बेटियाँ
#हिंदी_शब्द
#शब्दनिधि "
hasoc_hi_152	भोसडीके, ये टेलीग्राफ वालो का अलग ही खेल चल रहा है!!!  
hasoc_hi_6406	"आठवले मानसिक रोगी।  भड़वा 
जय भीम"
hasoc_hi_6897	खैरियत है भगवा रंग पहने भारतीय क्रिकेट टीम की हार होने पर अंपायर को पाकिस्तानी घुसपैठिया घोषित नही किया,,,
hasoc_hi_230	"If he was accused of a theft then why force him to chant Ram and Hanuman slogans? His only crime was that he was a Muslim..

उसका अपराध यह था कि वह एक मुसलमान था।
 "
hasoc_hi_6734	"कैसे पत्रकार जो साध्वी प्रज्ञा को पूछते है गोडसे के बारे में,ओवैसी को पूछते है तबरेज को मारा गया,आज़ाद को पूछते है पत्थरबाज मारा गया,अय्यर को पूछते है मोदी कैसा है,पूछते आपको क्या बोलना है?
 हिन्दुओ का पलायन हुआ मोब द्वारा हिन्दू मारा गया?कोई नही पूछता?"
hasoc_hi_1149	सिंगापुर में भगोड़े नीरव मोदी को झटका, 44 करोड़ रुपये की नकदी वाला खाता फ्रीज
hasoc_hi_6848	मैं सरकार से पूछना चाहता हूं कि अगर उन्हें मुस्लिम महिलाओं से हमदर्दी है तो केरल की हिंदू महिलाओं के लिए उनकी समान भावना क्यों नहीं है? @asadowaisi
hasoc_hi_4507	"लाचारी और अत्याचार का उदाहरण  #कश्मीरी_पंडित
और गद्दारी का जीता जागता सबूत #पत्थरबाज #आंतकवादी"
hasoc_hi_7531	"Out... ! What a start by @ACBofficials .
Cheers. @rashidkhan_19 @ICC 
#AfghanAtalan #AFGvPAK #Afghanistan #PKMKB"
hasoc_hi_1012	सर इसका सरल सामाधान यह है कि सभी किसान भाईयें को बैंक से आसानी से लोन मिल सके जिससे सभी किसान भाई किसानी के साथ-साथ अपना रोजगार कर सके। जैसे खाद, बीज, रेत, सेमेंट, छड, गाय सुअर मधुमखी भैंस मुर्गा बकरी मछली पालन जैसे रोजगार शुरु कर कर से जीससे उनकी आमदनि दुगनी होगी ।
hasoc_hi_853	तेरी चूु़़़ में क्यों मिर्ची लग रही हैं बे रंडी
hasoc_hi_7185	अगर वो काफिर और तुम सुअर हो क्या??
hasoc_hi_4252	"तुम अगर  चाहो तो जानम ,लौट भी सकती हैं बहारें
कह रहा है मुझसे समंदर,पहुँच भी सकता हूँ किनारे                

~अशोक मसरूफ़
#बज़्म #TMG #दिल #अदब #शायरी #kavya
#बज़्म_मासिक_प्रतियोगिता #बज़्म_ए_इख़लास
#हिंदी_शब्द #शब्दशक्ति #शब्द #शब्दनिधि
@queen_hoon11 @Kavita_Kosh 
@kuchshabd"
hasoc_hi_799	"World Cup 2019: भारत ने बांग्लादेश को 28 रन से हराया, सेमीफाइनल में बनाई जगह
#CWC19"
hasoc_hi_4245	इस #धूर्त केजरीवाल ने आतिशी मार्लेना को तो #जीते जी #मार डाला इस #कमीने ने ??
hasoc_hi_2049	"@khanumarfa what do you want to proof. Here are some incident where #Muslims are afraid and lynched. 
https://hindi.opindia.com/national/list-of-events-were-culprits-were-muslims-busting-the-fake-narrative-of-dara-hua-musalman/ …
@TarekFatah"
hasoc_hi_5498	माँ चुद गयी हिन्दू मुस्लिम एकता की भोंसड़ी के दोगले हिन्दुओ तुम्हारी वजह से एक दिन हिन्दू समाज समाप्त हो जाएगा तब रंडी रोना रोना हिन्दू मुस्लिम एकता का
hasoc_hi_6153	मादरचोद मुफ़्ती के गांड में डालो हरा रंग
hasoc_hi_1062	"आईना है तेरे घर में? कभी कभी देख लिया कर।

* रौशनी में। 
#प्रज्ञा_ठाकुर जी के जीतने के बाद दिग्गी चचा पूरा फ्री रहेगा। ले लेना जाके...
.
.
.
.
.
.
.
.
आशीर्वाद 
@HinduSannyasin"
hasoc_hi_5703	चुप कर बे मादरचोद आ गया ना अपनी औकात पर यह जो हलाला तलाक की बातें करते हैं सुन ले उनके पिताजी के पिताजी ट्विटर पर उनकी औकात बताने के लिए आ गए हैं।
hasoc_hi_1491	"Aimim Tamilnadu  North Chennai dist Secretary Mr. Imran and Kollattur Division President mohd Jaan organized blood donations camp at thiru vi KA nagar in presence with North Chennai Dist President Mr. Mastan And Party members .
@asadowaisi

Aimim Tamilnadu"
hasoc_hi_418	"तुम जेसे मौलाना को ठीक करना है बस दुनिया मे पूरी दुनिया स्वस्थ हो जाएगी देश क्या
नाली के सूअर
जय श्री राम
जय बरंगबली
हर हर महादेव
वन्दे मातरम् "
hasoc_hi_6900	"इस बार चुनाव प्रक्रिया मे दो ख़ास परिवर्तन हुए हैं उनका ख़ास ध्यान रखें।
पहली बात तो यह कि इस बार वोट सुबह 7 बजे से शाम 6 बजे तक डाले जायेंगे, पहले यह वक़्त शाम के 5 बजे तक होता था।
दूसरी बात इस बार बी एल ओ द्वारा आपके घर पहुंचाई गई मतदाता पर्ची को इस बार चुनाव प्रक्रिया मे दो ख़ास परिवर्तन हुए हैं उनका ख़ास ध्यान रखें।पहली बात तो यह कि इस बार वोट सुबह 7 बजे से शाम 6 बजे तक डाले जायेंगे, पहले यह वक़्त शाम के 5 बजे तक होता था।दूसरी बात इस बार बी एल ओ द्वारा आपके घर पहुंचाई गई मतदाता पर्ची को …"
hasoc_hi_1729	"Our Constitution is a rich and extensive social document that encapsulates the dreams our freedom fighters had for the nation.

Our only loyalty is to the Constitution and the values enshrined in it."
hasoc_hi_3187	On Successfull Representations & Efforts of AIMIM Floor Leader @imAkbarOwaisi Construction of a Magnificient Islamic Center in Kokapet near Hitech city on 10 Acres of Land with a budget of 10 Crores is Sanctioned by the Telangana Govt which will be started very soon. @asadowaisi
hasoc_hi_7699	"अभिनेत्री जायरा ने ""इस्लाम में अभिनय हराम"" बता फिल्में छोड़ीं।
 तो क्या मीना, मधुबाला  सायरा, शबाना,सलमान, शाहरुख आदि
 हरामी हैं ?"
hasoc_hi_2987	"पहले 2014 में फिर 2019  में जनता ने विशेषकर हिन्दुओं ने जमकर सबक सिखाया है। 
लेकिन झारखंड की एक आपराधिक वारदात का बहाना बनाकर हिंदुत्व और हिन्दुओं को पुनः कलंकित करने में जुट गए सेक्युलर हरामजादों का मन जनता के जनादेश के जूतों की बौछार से अभी भरा नहीं है। 
#मोब_लिंचिंग"
hasoc_hi_3749	"मिडिया की नज़र में अतीक़ अहमद मुख़्तार अंसारी माफिया डॉन है क्यूकी वो मुसलमान है  
वरना टिकट तो इस देश में आतंकवादियों को भी दिए गए हैं 

लखनऊ दिल्ली में बैठे कुछ लोग शेरों की आज़ादी से डरते… https://www.instagram.com/p/BxVHwssHx8D/?utm_source=ig_twitter_share&igshid=1suc1r19tgkvg …"
hasoc_hi_685	"Huge embarassment for Pakistan.

""Justice for Balochistan"" and ""Help End Enforced Disappearances in Pakistan"" slogans in the skies over Headingly stadium in Leeds. 

The atrocities of Pak Army in Balochistan being highlighted globally.
#PAKvAFG #EndEnforcedDisappearances"
hasoc_hi_3861	"When @asadowaisi comes for oath then suddenly MPs started sloganeering in the Parliament. 

He gave it back with ""Jai bheem,Jai Meem, Takbeer Allah hu Akbar, Jai Hind"""
hasoc_hi_4453	Noida: Man asks daughter, her husband to vacate house to accommodate 2 new wives, booked
hasoc_hi_2551	"समंदर किनारे बसे मुंबई शहर में बना समंदर! कौन है इसका जिम्मेदार?
#हल्ला_बोल @anjanaomkashyap के साथ https://bit.ly/2XiVY7m "
hasoc_hi_7780	"मीडिया के #ExitPoll पर BJP की सुनामी चल रही है,

ये देखकर मुझे तेरी मेहरबानिया फिल्म के #कुत्ते की वफादारी याद आ गई-
#जी_हाँ

@ShilpiSinghINC 
#ExitPoll2019"
hasoc_hi_4309	जब मस्जिदें मदरसों को चला सकती हैं जहां बच्चों को पढ़ाया जाता है  तो मंदिर में आने वाले पैसे से स्कूल क्यों नही चल सकते ?
hasoc_hi_6745	"LIVE: दूसरे कार्यकाल में पहली बार 'मन की बात' कर रहे हैं पीएम मोदी
#MannKiBaat 
https://abpnews.abplive.in/india-news/pm-narendra-modi-mann-ki-baat-live-updates-1157136 …"
hasoc_hi_6053	"1 month of Modi 2.0

Doctors beaten, Modi didn't speak

Children died in Muzaffarpur, Modi and BJP, none spoke

100 year old Temple vandalised by muzlims in Delhi, no words from Modi. 

Dhawan fractured his thumb

Modi: ""Aw mele babu to tot lg gyi phoonk mal k theek kl deta hoon"""
hasoc_hi_2428	हरामी तुझे दिल्ली दिखती है up नहीं
hasoc_hi_4552	"जय मीम,जय भीम,अल्लाहु अकबर,जय हिंद........

@asadowaisi @ShaukatAli_77 @syedKashaf95 @syedsulaiman92 @BhimArmyChief @Bhimarmy_BEM @ahmad2409"
hasoc_hi_7671	भोसडीके धोनी हो चाणक्य नहीं । #ENGvIND
hasoc_hi_1553	"वो दंगाई नहीं है
कमिने हलाला की पैदाईश मुल्ले है
साफ साफ बोलो रोहित भाई
ठोक बजाकर बोलो मुल्लो ने दुनिया की सब से हरामि कोम वालो ने मंदिर तोड़े है।"
hasoc_hi_444	"आज विधानसभा दौरे के दौरान महिलाओं ने मुझे ढ़ाबे पर ले जाकर दिल्ली पुलिस की नाक के नीच अवैध रूप से बेची और पिलाई जा रही शराब को FB लाइव पकड़वाया,100 नम्बर पर कॉल किया पुलिस नही आई, SI चौकी छोड़कर भाग खड़ा हुआ,जनता ने मिलकर ढाबा बन्द करवाया।
आखिर यह सब कब तक यूँ ही चलता रहेगा???"
hasoc_hi_3596	"आतंकवाद की आरोपी #साध्वी_प्रज्ञा को चुनाव लड़ने के लिए जमानत मिल जाती है,

मगर पूर्व सांसद #अतीक_अहमद की पैरोल 

अर्ज़ी हाई कोर्ट से ख़ारिज़ कर दी जाती है/

#लालू को उम्र के हिसाब और इलाज के लिए नहीं 

ये कहाँ का दोहरा वाला न्याय है मी लॉर्ड!"
hasoc_hi_4267	"चरित्र एक वृक्ष है... और.
प्रतिष्ठा यश सम्मान उसकी छाया.
•••••लेकिन•••••
विडंबना यह है कि.
वृक्ष का ध्यान बहुत कम लोग रखते हैं.
और...छाया सबको चाहिए

#जय_श्री_राम 

#शुभ_रात्री"
hasoc_hi_7352	"#NewProfilePic

सवा तुम लिख दो सवा हम लिख दें,

चलो आज ""इश्क़"" मुकम्मल हो जाए!

#कार्तिका"
hasoc_hi_3713	#Victory garlands for Aurangabad MP @imtiaz_jaleel sahab with @aimim_national President @asadowaisi  sahab and Gangadhar MIM Corporator Aurangabad. @ Yakutpura Hyderabad.
hasoc_hi_6377	"शूरतेची पराकाष्ठा !
शौर्यतेचे प्रतीक !
देशसेवेची परिसीमा !
महाराणी लक्ष्मीबाई यांना पुण्यतिथीनिमित्त विनम्र अभिवादन !
#RaniLaxmibai #JhansiKiRani #लक्ष्मीबाई "
hasoc_hi_4536	"सुना है खाने की मेज अलग कर ली हैं।

खाने का स्वाद भी बदलेगा क्या??

@MamataOfficial"
hasoc_hi_4480	ये साला धर्म है या फिर रंडी भड़वों का कोठा।
hasoc_hi_2788	"जिम्मेदारी स्वयं उठाने की हिम्मत होनी चाहिए,जिम्मेदारी देना तो एक मजबूरी है।
सुप्रभात "
hasoc_hi_4049	Congratulation for winning 70 seat in up
hasoc_hi_1431	"Four years ago, today we started important initiatives PM Awas Yojana (U), AMRUT, Smart Cities with the aim of #TransformingUrbanLandscape in India. 

These initiatives have not only helped usher in a new paradigm of urban development but have also transformed crores of lives."
hasoc_hi_2268	Adv @warispathan demands for Muslim Reservation in Maharashtra Assembly session.
hasoc_hi_1334	PM @narendramodi addresses members of the Indian community in Japan.
hasoc_hi_1583	"#साले #कुत्ते #भड़बे #हरामि के #पिल्ले #सूअर की #औलाद ,
ये तुम्हारा #2 साल की ₹बच्ची #क्या #बिगाड़ा था ₹भड़वे जो तूने इतना #घिनौना काम किया रे #सूअर की औलाद #सूअर के पिल्ले इसकी सजा सिर्फ फांसी होनी चाहिये ज्यादा से ज्यादा रिट्वीट करे"
hasoc_hi_7254	"Historic moment for entire India.

Congratulations to Shri @narendramodi ji on being sworn in as the Prime Minister of India for a second consecutive term.

I am sure India will continue to scale new heights under your able leadership."
hasoc_hi_2764	"ये भड़वे हलाला की पैदाइस

हरामखोर भोसड़ी वाले,दल्ले

इन मादरचोदों के पछ में बोलने वाले मादरचोद भड़वे कहा है"
hasoc_hi_2844	I am still hopeful of getting our place in the country. We don't want alms, we don't want to survive on your alms : @asadowaisi  https://www.indiatoday.in/india/story/asaduddin-owaisi-rahul-gandhi-muslims-wayanad-1545700-2019-06-10 … via @indiatoday
hasoc_hi_6629	"मुस्लिम आतंकियों ने मंदिर तोड़ दिया।100%सच।

मादरचोद मुस्लिमआतंकवाद"
hasoc_hi_5254	"जिन लोगों से बचपन में कौआ रोटी छीनकर उड़ जाता था.... 

वो सड़क छाप रोमियो कहते हैं जानू तुम्हें मुझसे कोई नहीं छीन सकता...अबे भाग यहा से... 

Good night.."
hasoc_hi_3180	इस मादरचोद को किसी मानसिक रोगी के डॉक्टर को दिखाओ
hasoc_hi_2828	Good , There should be pressure on government regarding adminstration
hasoc_hi_2363	"@KaushikNishith
#प्रज्ञा_ठाकुर ने #गोडसे_ज़िंदाबाद कहा तो नाराज़ हो गये।
#कन्हैया_कुमार ने ""भारत तेरे टुकडे होंगे"" कहा तो लोकसभा उम्मीदवार बना दिया।
#कमल_हासन ने भी अपना कुतर्क रख दिया, कोई परेशानी नही।"
hasoc_hi_5537	"England won the match because तेरे जैसे रंडी के बीज ही गुलामी करते थे उनकी

#INDvENG"
hasoc_hi_2191	#UttarPradesh की राजधानी #Lucknow में एक निजी अस्पताल के डॉक्टरों ने रोज बढ़ते बिल के रुपये दे पाने में असमर्थता जताने पर एक शख्स को मृत घोषित कर दिया। परिजन जब शख्स को दफनाने कब्रिस्तान में ले गए तो वह जिंदा हो उठा। फिलहाल उस व्यक्ति का इलाज चल रहा है।
hasoc_hi_2584	Crime is very serious issue of UP....
hasoc_hi_623	You are not in semis yet.  Tomorrow you have to support your daddy with heavy heart. So keep some napkins ready. 
hasoc_hi_2657	"पिता की डांट सुनने के बाद शांत मन से उसका विश्लेषण करो.. यकीन करो आपको दुनिया में किसी दूसरे की डांट कभी नहीं पड़ेगी
पितृदिवस "
hasoc_hi_7000	"गांव में पहली बार बिजली आने की खबर सुनकर ग्रामवासी एकत्रित होकर खुशी से नाचने लगे...गांव के सारे #कुत्ते भी खुशी से उनके साथ नाचने लगे...
ग्रामवासियों को बहुत आश्चर्य हुआ और उन्होंने #कुत्तों से पूंछा तुम किस खुशी में नाच रहे हो?कुत्ते बोले बिजली आयेगी तो खंम्भे भी तो लगेंगे।"
hasoc_hi_352	शोध कार्य से विश्वविद्यालयों और कॉलेजों में शोध कार्य की संस्कृति बढ़ेगी विशेषकर विभिन्न अनुशासन के लोगों को अपने अनुशासन से परे जाकर शोध कार्य करने का अवसर मिलेगा और मानविकी तथा भाषण के संवर्धन में सहायता मिलेगी ।
hasoc_hi_3186	"आज मेरठ में कर्फ्यू जैसे हालात हैं। इंटरनेट सेवा बंद कर गयी है। हालात पर पुलिस प्रशासन ने कड़ी निगरानी बना रखी है। 

ऐसा लगता है मोदी-2 में देश को दंगों से दहलाने की कोई योजना तैयार हो चुकी है। चुनाव में हार की चोट खाये मोमिन अब दंगों से अपनी मौजूदगी दिखाना चाहते हैं।"
hasoc_hi_1719	नेताजी के समय में गरीब और जमीन स्तर के कार्यकर्ता को सम्मान मिलता था जिसकी वजह से कार्यकर्ता गांव में मेहनत करते थे लेकिन आप के समय में एसी में बैठ कर सेल्फी डालने वाली तथा आपसे ज्यादा मिलने वाली कार्यकर्ता कि आपके नजर में असली समाजवादी लीडर है
hasoc_hi_5063	पूर्ण बहुमत उसे मिलेगा, ज़रूरत नहीं किसी के साथ का,महगठबँधन क्या करे, जब उसपर हाथ है केदारनाथ का।#HarHarMahadev
hasoc_hi_1073	"#दोस्त ख़रीदे नहीं जाते,
ये तो वो #कमीने होते है,
जो आपको कभी #शरीफ नहीं देखना चाहते !! @ Bathinda, City of Guns and Lakes https://www.instagram.com/p/Bu1mUpNDWny/?utm_source=ig_twitter_share&igshid=15mfi1izkb15b …"
hasoc_hi_5774	"बिहार में बहार है 
हाँ नितीशै कुमार है 

बाकी उस पत्रकार की पत्रकारिता को श्रद्धांजलि जो इस समय नितीश की जगह तेजस्वी यादव को पूछ रही थी।"
hasoc_hi_3468	Congratulations sir may 23 God bless you
hasoc_hi_4254	"So one friend of mine bought an alcohol bottle worth of 3000/- after breakup to ""forget"" her girlfriend being inspired by Kabir Singh. And I was like
"" भोसडीके अगर इतना खर्चा girlfriend के पीछे करता तो breakup नहीं होता "" 
"
hasoc_hi_5179	"पटेल की मूर्ती में आई सीलन और दरारें 
साजिश के तहत आईं थी , आज सुबहा दोषी नेहरू जिन्ना टीपू सुल्तान को किया गिरफ्तार,,,"
hasoc_hi_6501	"#AarPaar 2019  की हार पर हाहाकार 
2024 के लिए मोदी तैयार? @AMISHDEVGAN 
@warispathan का जवाब."
hasoc_hi_7278	#ExtenstionStudio लाइव एंकर चैट में सीधे जुड़िए @anjanaomkashyap के साथ और पूछिए उनसे अपने सवाल. सवाल पूछने के लिए क्लिक करें http://bit.ly/ChatWithAnjana 
hasoc_hi_7732	Good job,. Government is working and hard steps are being taken to re schedule law and order. Do not worry, focus on your party and increasing strength of Shivpal Chacha who has announced to fight on all seats during upcoming assembly election.
hasoc_hi_2677	जब कांग्रेस की सरकार थी तब देश में सिर्फ शांति ही शांति थी. हर युवा, किसान, व्यापारी सबके पास BMW ओर रहने के लिए आलीसान मकान थे, जब से मोदी आया है तब से युवा बेरोजगार है, किसान मर रहा है,,, अबे भो्‍सड़ीके GB रोड की पैदाइश क्यू इतना राहुल गांधी का मूत पीते हो...
hasoc_hi_3994	एक समुदाय ने दूसरे समुदाय पर एक छोटे #Temple में तोड़फोड़ करने का आरोप लगाया, जबकि बाद में दावा किया गया कि दूसरे समुदाय के कुछ लोगों द्वारा एक लड़के की पिटाई की गई जिसमें उसका हाथ टूट गया। जिसके बाद बाद झड़प हो गई। #CommunalTension
hasoc_hi_2548	"राम रहीम जो खेती करने के लिए जेल से बाहर आना चाहता है, 
भाजपा को उसी खेती की ज़रूरत है जिससे चुनावी फसल तैयार की जा सके."
hasoc_hi_556	जन्नत की सैर भाई के लुंड के ऊपर 
hasoc_hi_3757	यादव जी जिनके घर शीशे के हो वो दुसरो पे पत्थर नही उछालते।
hasoc_hi_4648	"He is 62-yr-old Harswaroop Chauhan. His only sibling, Gangaram, has been lynched by neighbours. A poor man, Harswaroop now has responsibility of two families - his own as well as Gangaram's that comprise his wife & 4 children, including 3 minors

Hope @UPGovt helps the family"
hasoc_hi_7685	"Why not headlines be:

DID @SEBI_India LET OFF RAVI NARAIN MILDLY?

or

SEBI’S ATTEMPTS TO END COLOCATION CASE- IS @NSEIndia #IPO AFTER 6 MONTHS AWAY?

or

@SEBI_India ACTED AS DELHI COURT STARTS HEARING RAVI NARAIN ERA @NSEIndia COLOCATION CASE"
hasoc_hi_763	"दिल्ली के एक इलाके में क्यों भिड़ गए दो गुट ? बता रहे हैं @AajGothi 
#ATVideo 
अन्य वीडियो: http://bit.ly/at_videos "
hasoc_hi_7385	"#ModiWithMuslims | Many BJP ministers call out Madarsas preach terror: AIMIM National  Spokesperson @syedasimwaqar on @thenewshour Agenda with @PadmajaJoshi at @TimesNow 
@asadowaisi"
hasoc_hi_3702	This is now #AIMIM Chief Barrister @asadowaisi started his 4th Term as Member of Parliament by reminding New Speaker Lok Sabha his Constitutional duties and obligation despite embracing the Ideology of Ruling Party
hasoc_hi_484	"""डरा हुआ मुसलमान"" of India is becoming more & more menacing by the day.
High time this menace is tackled on priority. "
hasoc_hi_342	"We owe an immeasurable debt to Cardozo sahab for his sacrifices. Instead of improving social security & pensioner welfare for those who’ve served the country, this government is making it worse

So much for all the nationalism & deshbhakti"
hasoc_hi_7123	"भारतीय मीडिया और रंडी का कोठा एक समान है ।

जो ज्यादा पैसे दे उसी के साथ मुंह काला करवा लेते |

#presstitutes #MediaEthics"
hasoc_hi_703	https://youtu.be/8FMcE9PlzJ0  please also see this .thats why pepole call you selective
hasoc_hi_5191	"कांग्रेस प्रदेश अध्यक्ष पद से विदाई के दौरान रो पड़े छत्तीसगढ़ के CM भूपेश बघेल, देखें VIDEO

https://abpnews.abplive.in/india-news/chhattisgarh-cm-bhupesh-baghel-tears-up-remembering-the-contribution-of-members-1157279 …"
hasoc_hi_4012	ये मौलाना खुले आम धमकी दे रहा है,हिन्दुओ को मारने की! इस्लाम ये सिखाता है? हमीद अंसारी और कुछ बुद्धिजीवियों के अनुसार देश का मुसलमान डरा हुआ है! देख लो यही डरा हुआ मुसलमान है जो मीडिया के द्वारा खुले आम धमकी दे रहा है! https://twitter.com/SureshChavhanke/status/1144513707721908225/video/1 …
